slug,title,purpose,categories,source_url,secretariat,website,registered_contact_name,date_of_most_recent_agm
bladder-and-bowel-continence-care,All-Party Parliamentary Group for Bladder and Bowel Continence Care,"To break the taboo by raising awareness of bladder and bowel continence care for adults and children and to promote cost effective funding for assessment, treatment and appropriate product provision.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/bladder-and-bowel-continence-care.htm,Absorbent Hygiene Products Manufacturers Association acts as the group's secretariat.https://www.ahpma.co.uk/,https://www.appgcontinence.org.uk/,Jodie Gosling MP,2025-06-03 00:00:00
blockchain-technologies,All-Party Parliamentary Group on Blockchain Technologies,"To examine the potential of Blockchain, Crypto-assets, and Web3 technologies in driving economic growth, and to promote the evidence-based adoption of these innovations across the United Kingdom.","Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/blockchain-technologies.htm,British Blockchain Association acts as the group's secretariat.https://britishblockchainassociation.org/,https://britishblockchainassociation.org/appg,Matt Bishop MP,2025-03-17 00:00:00
bosnia-and-herzegovina,All-Party Parliamentary Group for Bosnia and Herzegovina,To enhance relations and mutual co-operation between the UK and Bosnia and Herzegovina.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/bosnia-and-herzegovina.htm,,https://www.aliciakearns.com/appg-bosnia-and-herzegovina,Alicia Kearns MP,2025-12-03 00:00:00
boxing,All-Party Parliamentary Group on Boxing,"To engage with government and parliament to support all aspects of boxing; set out the benefits of boxing to individuals and wider society; reduce barriers to participation in boxing; celebrate the success of our nation’s boxers; and highlight the potential for grass roots boxing clubs to promote diversity, inclusion and regeneration in the UK.","Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/boxing.htm,Stewart Public Affairs Ltd acts as the group's secretariat.,None,Imran Hussain MP,2025-10-29 00:00:00
brain-tumours,All-Party Parliamentary Group on Brain Tumours,"To raise awareness of the issues facing the brain tumour community in order to improve research, diagnosis, information, support, treatment and care outcomes.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/brain-tumours.htm,Brain Tumour Research acts as the group's secretariat.https://www.braintumourresearch.org/,https://braintumourresearch.org/campaigning/APPGonBrainTumours,Dame Siobhain McDonagh MP,2025-10-21 00:00:00
breast-cancer,All-Party Parliamentary Group on Breast Cancer,"Raises the profile of breast cancer issues within Parliament. Provides a forum for MPs and Peers to discuss important issues affecting patients with breast cancer. Encourages dialogue between parliamentarians, government, the NHS and those living with or affected by the disease.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/breast-cancer.htm,Breast Cancer Now acts as the group's secretariat.https://breastcancernow.org/,https://breastcancernow.org/get-involved/campaign-with-us/developing-policy-and-working-with-government/the-all-party-parliamentary-group-on-breast-cancer,Clive Jones MP,2025-11-11 00:00:00
british-buses,All-Party Parliamentary Group for British Buses,The APPG provides a forum for Parliamentarians to discuss policies to support the UK bus manufacturing industry.,"Infrastructure, Transport & Mobility|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-buses.htm,Beyond2050 ltd acts as the group's secretariat.https://www.beyond2050.co.uk,None,Euan Stainbank MP,2026-01-27 00:00:00
british-council-and-soft-power,All-Party Parliamentary Group for the British Council and Soft Power,"To help parliamentarians learn more about the British Council and its work, at home and abroad, to promote English alongside British education, culture and values; to promote the impact of this soft power; and to support the British Council, offering advice and encouragement in both its everyday and long-term work.","International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-council-and-soft-power.htm,British Council acts as the group's secretariat.https://www.britishcouncil.org/,https://appg.britishcouncil.org/,Fabian Hamilton MP,2026-01-20 00:00:00
british-heritage,All-Party Parliamentary Group on British Heritage,"To promote and celebrate the heritage, traditions, history, and culture of the British Isles, in areas such as flags, heraldry, national symbols, historic counties, the celebration of patron saints, and other customs and areas of national significance.","Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-heritage.htm,,None,Andrew Rosindell MP,2025-10-29 00:00:00
british-hindus,All-Party Parliamentary Group for British Hindus,"To discuss and promote interests and concerns of Hindus in the UK and to facilitate greater understanding and engagement between Hindus, parliamentarians and wider British society.","Religion, Faith & Belief Communities|Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-hindus.htm,Advocacy for British Hindus and Indians UK acts as the group's secretariat.,https://appgbritishhindus.com/,Bob Blackman MP,2025-12-16 00:00:00
british-jews,All-Party Parliamentary Group on British Jews,"To promote understanding of the aspirations and challenges of the UK's Jewish community, with topics including religious freedom, faith based education, welfare and social justice. To celebrate the culture, contribution and achievements of the UK's Jewish community.","Religion, Faith & Belief Communities",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-jews.htm,Board of Deputies of British Jews acts as the group's secretariat.https://www.bod.org.uk/,https://bod.org.uk/appg-british-jews/,David Simmonds MP,2025-11-24 00:00:00
british-muslims,All-Party Parliamentary Group on British Muslims,"Highlighting the aspirations and challenges of British Muslims, celebrating the contributions of Muslim communities in Britain, investigating prejudice, discrimination and hatred against Muslims in the UK.","Human Rights, Equality & Social Justice|Religion, Faith & Belief Communities",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-muslims.htm,,https://appgbritishmuslims.org/,Sarah Owen MP,2026-01-27 00:00:00
british-offshore-energy-industry,All-Party Parliamentary Group for the British Offshore Energy Industry,"The APPG reflects the evolving UK offshore energy landscape, championing hydrogen, carbon capture, offshore wind, and oil and gas. It supports the UK's green energy leadership and net-zero goals while advocating for a just transition that protects skilled workers and meets energy needs through collaboration with governments, regulators, and communities.","Energy & Utilities|Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-offshore-energy-industry.htm,Offshore Energies UK (OEUK) acts as the group's secretariat.https://oeuk.org.uk/,None,Mary Glindon MP,2025-05-14 00:00:00
british-sign-language,All-Party Parliamentary Group on British Sign Language,To raise the profile of British Sign Language (BSL) n Parliament; to bring the voice of BSL signers into Westminster and to promote the aspirations of the signing community.,"Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-sign-language.htm,British Deaf Association acts as the group's secretariat.https://bda.org.uk,None,Jen Craft MP,2025-02-26 00:00:00
british-sikhs,All-Party Parliamentary Group on British Sikhs,"To support and promote the interests of Sikhs in the UK, work with British Sikhs to celebrate Sikh culture in the UK, and ensure full equality for all British Sikhs.","Human Rights, Equality & Social Justice|Religion, Faith & Belief Communities",https://publications.parliament.uk/pa/cm/cmallparty/260223/british-sikhs.htm,Sikh Federation UK acts as the group's secretariat.https://www.sikhfeduk.com/,None,Jas Athwal MP,2025-12-08 00:00:00
broadcasting-entertainment-and-arts-unions,"Broadcasting, Entertainment and Arts Unions All-Party Parliamentary Group","The Group will be an active voice for all those working in the sector and for protecting the livelihoods of UK creatives. Supported by the BEAU - the Broadcasting, Entertainment and the Arts Unions: BECTU (Prospect); Equity, the National Union of Journalists (NUJ); the Musicians Union (MU) and the Writers Guild of Great Britain.","Arts, Culture, Heritage & Media",https://publications.parliament.uk/pa/cm/cmallparty/260223/broadcasting-entertainment-and-arts-unions.htm,Solidarity Consulting Ltd acts as the group's secretariat.https://solidarityconsulting.org.uk/,None,Claire Hanna MP,2025-10-20 00:00:00
built-environment,All-Party Parliamentary Group for Excellence in the Built Environment,"The APPG brings together parliamentarians and industry to examine strategic issues across planning, design, construction, and maintenance. It promotes cross-sector collaboration and investigates key challenges impacting the built environment, from housing and infrastructure to sustainability, safety, and quality of life for communities.","Housing, Planning & Built Environment",https://publications.parliament.uk/pa/cm/cmallparty/260223/built-environment.htm,Construction Industry Council acts as the group's secretariat.https://www.cic.org.uk/,https://www.cic.org.uk/policy-and-public-affairs/appg-for-excellence-in-the-built-environment,Mike Reader MP,2025-05-07 00:00:00
bulgaria,All-Party Parliamentary Group for Bulgaria,"To promote and strengthen the bilateral relationship between Bulgaria and UK, encourage cooperation, promote Bulgarian culture, and support the Bulgarian diaspora in the UK.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/bulgaria.htm,,None,James Asser MP,2025-06-17 00:00:00
burma,All-Party Parliamentary Group on Burma,"To educate parliamentarians about Burma and to influence the UK government’s policy and practice by promoting the cause of peace, human rights, justice and development for all the people of Burma.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/burma.htm,Burma Campaign UK acts as the group's secretariat.https://burmacampaign.org.uk/,None,Rushanara Ali MP,2025-11-24 00:00:00
bus-and-coach,All-Party Parliamentary Group for Bus and Coach,"To provide a forum for parliamentarians and industry stakeholders, generate debate, disseminate knowledge, drive new initiatives and campaigns relating to the industry, its growth and survival.","Infrastructure, Transport & Mobility",https://publications.parliament.uk/pa/cm/cmallparty/260223/bus-and-coach.htm,Dawson Group acts as the group's secretariat.https://dawsongroupbusandcoach.co.uk,None,Mike Wood MP,2025-11-18 00:00:00
cafod,Friends of CAFOD (Catholic Agency for Overseas Development) All-Party Parliamentary Group,"To meet and discuss matters of interest to the work of CAFOD, current humanitarian crises and the role of the Catholic church in international development.","International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/260223/cafod.htm,CAFOD acts as the group's secretariat.https://cafod.org.uk/,https://cafod.org.uk/about-us/how-we-work/friends-of-cafod-all-party-parliamentary-group,Florence Eshalomi MP,2026-01-14 00:00:00
